State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Uttar Pradesh,BARABANKI,Linseed,2003-04,Rabi,29,Hectare,14,Tonnes,0.4827586207
Uttar Pradesh,BAREILLY,Linseed,2001-02,Rabi,5,Hectare,2,Tonnes,0.4
Uttar Pradesh,BAREILLY,Linseed,2002-03,Rabi,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,BAREILLY,Linseed,2003-04,Rabi,6,Hectare,3,Tonnes,0.5
Uttar Pradesh,BASTI,Linseed,2001-02,Rabi,33,Hectare,14,Tonnes,0.4242424242
Uttar Pradesh,BASTI,Linseed,2002-03,Rabi,31,Hectare,6,Tonnes,0.1935483871
Uttar Pradesh,BASTI,Linseed,2003-04,Rabi,23,Hectare,11,Tonnes,0.4782608696
Uttar Pradesh,BIJNOR,Linseed,2002-03,Rabi,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,BUDAUN,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,BUDAUN,Linseed,2003-04,Rabi,6,Hectare,3,Tonnes,0.5
Uttar Pradesh,CHANDAULI,Linseed,2001-02,Rabi,1423,Hectare,538,Tonnes,0.3780744905
Uttar Pradesh,CHANDAULI,Linseed,2002-03,Rabi,1562,Hectare,317,Tonnes,0.2029449424
Uttar Pradesh,CHANDAULI,Linseed,2003-04,Rabi,1164,Hectare,589,Tonnes,0.5060137457
Uttar Pradesh,CHITRAKOOT,Linseed,2001-02,Rabi,1378,Hectare,546,Tonnes,0.3962264151
Uttar Pradesh,CHITRAKOOT,Linseed,2002-03,Rabi,1526,Hectare,503,Tonnes,0.3296199214
Uttar Pradesh,CHITRAKOOT,Linseed,2003-04,Rabi,1362,Hectare,626,Tonnes,0.4596182085
Uttar Pradesh,DEORIA,Linseed,2001-02,Rabi,1,Hectare,0.1,Tonnes,0.1
Uttar Pradesh,DEORIA,Linseed,2002-03,Rabi,9,Hectare,4,Tonnes,0.4444444444
Uttar Pradesh,DEORIA,Linseed,2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,ETAH,Linseed,2001-02,Rabi,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,ETAWAH,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,FAIZABAD,Linseed,2001-02,Rabi,38,Hectare,16,Tonnes,0.4210526316
Uttar Pradesh,FAIZABAD,Linseed,2002-03,Rabi,22,Hectare,9,Tonnes,0.4090909091
Uttar Pradesh,FAIZABAD,Linseed,2003-04,Rabi,36,Hectare,18,Tonnes,0.5
Uttar Pradesh,FATEHPUR,Linseed,2001-02,Rabi,217,Hectare,77,Tonnes,0.3548387097
Uttar Pradesh,FATEHPUR,Linseed,2002-03,Rabi,269,Hectare,124,Tonnes,0.4609665428
Uttar Pradesh,FATEHPUR,Linseed,2003-04,Rabi,283,Hectare,143,Tonnes,0.5053003534
Uttar Pradesh,FIROZABAD,Linseed,2001-02,Rabi,48,Hectare,20,Tonnes,0.4166666667
Uttar Pradesh,FIROZABAD,Linseed,2002-03,Rabi,23,Hectare,10,Tonnes,0.4347826087
Uttar Pradesh,FIROZABAD,Linseed,2003-04,Rabi,15,Hectare,7,Tonnes,0.4666666667
Uttar Pradesh,GHAZIPUR,Linseed,2001-02,Rabi,61,Hectare,23,Tonnes,0.3770491803
Uttar Pradesh,GHAZIPUR,Linseed,2002-03,Rabi,39,Hectare,8,Tonnes,0.2051282051
Uttar Pradesh,GHAZIPUR,Linseed,2003-04,Rabi,90,Hectare,46,Tonnes,0.5111111111
Uttar Pradesh,GONDA,Linseed,2001-02,Rabi,65,Hectare,27,Tonnes,0.4153846154
Uttar Pradesh,GONDA,Linseed,2002-03,Rabi,41,Hectare,18,Tonnes,0.4390243902
Uttar Pradesh,GONDA,Linseed,2003-04,Rabi,41,Hectare,20,Tonnes,0.487804878
Uttar Pradesh,GORAKHPUR,Linseed,2001-02,Rabi,31,Hectare,13,Tonnes,0.4193548387
Uttar Pradesh,GORAKHPUR,Linseed,2002-03,Rabi,40,Hectare,17,Tonnes,0.425
Uttar Pradesh,GORAKHPUR,Linseed,2003-04,Rabi,38,Hectare,19,Tonnes,0.5
Uttar Pradesh,HAMIRPUR,Linseed,2001-02,Rabi,3466,Hectare,1383,Tonnes,0.3990190421
Uttar Pradesh,HAMIRPUR,Linseed,2002-03,Rabi,3017,Hectare,1674,Tonnes,0.554855817
Uttar Pradesh,HAMIRPUR,Linseed,2003-04,Rabi,2992,Hectare,1595,Tonnes,0.5330882353
Uttar Pradesh,HARDOI,Linseed,2001-02,Rabi,35,Hectare,15,Tonnes,0.4285714286
Uttar Pradesh,HARDOI,Linseed,2002-03,Rabi,32,Hectare,13,Tonnes,0.40625
Uttar Pradesh,HARDOI,Linseed,2003-04,Rabi,9,Hectare,4,Tonnes,0.4444444444
Uttar Pradesh,JALAUN,Linseed,2001-02,Rabi,572,Hectare,260,Tonnes,0.4545454545
Uttar Pradesh,JALAUN,Linseed,2002-03,Rabi,418,Hectare,242,Tonnes,0.5789473684
Uttar Pradesh,JALAUN,Linseed,2003-04,Rabi,490,Hectare,248,Tonnes,0.506122449
Uttar Pradesh,JAUNPUR,Linseed,2001-02,Rabi,36,Hectare,14,Tonnes,0.3888888889
Uttar Pradesh,JAUNPUR,Linseed,2002-03,Rabi,18,Hectare,4,Tonnes,0.2222222222
Uttar Pradesh,JAUNPUR,Linseed,2003-04,Rabi,18,Hectare,9,Tonnes,0.5
Uttar Pradesh,JHANSI,Linseed,2001-02,Rabi,2925,Hectare,1363,Tonnes,0.465982906
Uttar Pradesh,JHANSI,Linseed,2002-03,Rabi,1924,Hectare,1156,Tonnes,0.6008316008
Uttar Pradesh,JHANSI,Linseed,2003-04,Rabi,3129,Hectare,1583,Tonnes,0.5059124321
Uttar Pradesh,KANPUR DEHAT,Linseed,2003-04,Rabi,40,Hectare,20,Tonnes,0.5
Uttar Pradesh,KANPUR NAGAR,Linseed,2001-02,Rabi,393,Hectare,165,Tonnes,0.4198473282
Uttar Pradesh,KANPUR NAGAR,Linseed,2002-03,Rabi,161,Hectare,70,Tonnes,0.4347826087
Uttar Pradesh,KANPUR NAGAR,Linseed,2003-04,Rabi,123,Hectare,61,Tonnes,0.4959349593
Uttar Pradesh,KAUSHAMBI,Linseed,2001-02,Rabi,5,Hectare,2,Tonnes,0.4
Uttar Pradesh,KAUSHAMBI,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,KHERI,Linseed,2001-02,Rabi,6,Hectare,3,Tonnes,0.5
Uttar Pradesh,KHERI,Linseed,2002-03,Rabi,29,Hectare,13,Tonnes,0.4482758621
Uttar Pradesh,KHERI,Linseed,2003-04,Rabi,20,Hectare,10,Tonnes,0.5
Uttar Pradesh,KUSHI NAGAR,Linseed,2001-02,Rabi,4,Hectare,2,Tonnes,0.5
Uttar Pradesh,KUSHI NAGAR,Linseed,2002-03,Rabi,11,Hectare,5,Tonnes,0.4545454545
Uttar Pradesh,KUSHI NAGAR,Linseed,2003-04,Rabi,4,Hectare,2,Tonnes,0.5
Uttar Pradesh,LALITPUR,Linseed,2001-02,Rabi,601,Hectare,274,Tonnes,0.455906822
Uttar Pradesh,LALITPUR,Linseed,2002-03,Rabi,122,Hectare,71,Tonnes,0.5819672131
Uttar Pradesh,LALITPUR,Linseed,2003-04,Rabi,108,Hectare,55,Tonnes,0.5092592593
Uttar Pradesh,LUCKNOW,Linseed,2001-02,Rabi,82,Hectare,34,Tonnes,0.4146341463
Uttar Pradesh,LUCKNOW,Linseed,2002-03,Rabi,39,Hectare,17,Tonnes,0.4358974359
Uttar Pradesh,LUCKNOW,Linseed,2003-04,Rabi,62,Hectare,31,Tonnes,0.5
Uttar Pradesh,MAHARAJGANJ,Linseed,2001-02,Rabi,394,Hectare,166,Tonnes,0.421319797
Uttar Pradesh,MAHARAJGANJ,Linseed,2002-03,Rabi,442,Hectare,191,Tonnes,0.4321266968
Uttar Pradesh,MAHARAJGANJ,Linseed,2003-04,Rabi,313,Hectare,154,Tonnes,0.4920127796
Uttar Pradesh,MAHOBA,Linseed,2001-02,Rabi,7441,Hectare,3750,Tonnes,0.5039645209
Uttar Pradesh,MAHOBA,Linseed,2002-03,Rabi,7668,Hectare,2599,Tonnes,0.3389410537
Uttar Pradesh,MAHOBA,Linseed,2003-04,Rabi,6609,Hectare,3490,Tonnes,0.5280677864
Uttar Pradesh,MAINPURI,Linseed,2003-04,Rabi,1,Hectare,0,Tonnes,0
Uttar Pradesh,MAU,Linseed,2001-02,Rabi,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,MAU,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,MAU,Linseed,2003-04,Rabi,7,Hectare,3,Tonnes,0.4285714286
Uttar Pradesh,MIRZAPUR,Linseed,2001-02,Rabi,5163,Hectare,2267,Tonnes,0.4390858028
Uttar Pradesh,MIRZAPUR,Linseed,2002-03,Rabi,5309,Hectare,3217,Tonnes,0.6059521567
Uttar Pradesh,MIRZAPUR,Linseed,2003-04,Rabi,5024,Hectare,2612,Tonnes,0.5199044586
Uttar Pradesh,MORADABAD,Linseed,2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,MUZAFFARNAGAR,Linseed,2001-02,Rabi,1,Hectare,0.1,Tonnes,0.1
Uttar Pradesh,MUZAFFARNAGAR,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,PILIBHIT,Linseed,2001-02,Rabi,6,Hectare,3,Tonnes,0.5
Uttar Pradesh,PILIBHIT,Linseed,2002-03,Rabi,6,Hectare,3,Tonnes,0.5
Uttar Pradesh,PRATAPGARH,Linseed,2001-02,Rabi,114,Hectare,41,Tonnes,0.3596491228
Uttar Pradesh,PRATAPGARH,Linseed,2002-03,Rabi,53,Hectare,24,Tonnes,0.4528301887
Uttar Pradesh,PRATAPGARH,Linseed,2003-04,Rabi,48,Hectare,24,Tonnes,0.5
Uttar Pradesh,RAE BARELI,Linseed,2001-02,Rabi,241,Hectare,101,Tonnes,0.4190871369
Uttar Pradesh,RAE BARELI,Linseed,2002-03,Rabi,260,Hectare,112,Tonnes,0.4307692308
Uttar Pradesh,RAE BARELI,Linseed,2003-04,Rabi,211,Hectare,104,Tonnes,0.4928909953
Uttar Pradesh,RAMPUR,Linseed,2002-03,Rabi,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,RAMPUR,Linseed,2003-04,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,SANT KABEER NAGAR,Linseed,2001-02,Rabi,24,Hectare,10,Tonnes,0.4166666667
Uttar Pradesh,SANT KABEER NAGAR,Linseed,2002-03,Rabi,7,Hectare,2,Tonnes,0.2857142857
Uttar Pradesh,SANT KABEER NAGAR,Linseed,2003-04,Rabi,25,Hectare,12,Tonnes,0.48
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2001-02,Rabi,6,Hectare,2,Tonnes,0.3333333333
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2002-03,Rabi,3,Hectare,1,Tonnes,0.3333333333
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2003-04,Rabi,1,Hectare,0,Tonnes,0
Uttar Pradesh,SHAHJAHANPUR,Linseed,2001-02,Rabi,24,Hectare,10,Tonnes,0.4166666667
Uttar Pradesh,SHAHJAHANPUR,Linseed,2002-03,Rabi,41,Hectare,18,Tonnes,0.4390243902
Uttar Pradesh,SHAHJAHANPUR,Linseed,2003-04,Rabi,289,Hectare,142,Tonnes,0.491349481
Uttar Pradesh,SHRAVASTI,Linseed,2001-02,Rabi,328,Hectare,138,Tonnes,0.4207317073
Uttar Pradesh,SHRAVASTI,Linseed,2002-03,Rabi,157,Hectare,68,Tonnes,0.4331210191
Uttar Pradesh,SHRAVASTI,Linseed,2003-04,Rabi,131,Hectare,65,Tonnes,0.4961832061
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2001-02,Rabi,877,Hectare,368,Tonnes,0.4196123147
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2002-03,Rabi,430,Hectare,87,Tonnes,0.2023255814
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2003-04,Rabi,557,Hectare,275,Tonnes,0.4937163375
Uttar Pradesh,SITAPUR,Linseed,2001-02,Rabi,58,Hectare,24,Tonnes,0.4137931034
Uttar Pradesh,SITAPUR,Linseed,2002-03,Rabi,55,Hectare,24,Tonnes,0.4363636364
Uttar Pradesh,SITAPUR,Linseed,2003-04,Rabi,54,Hectare,27,Tonnes,0.5
Uttar Pradesh,SONBHADRA,Linseed,2001-02,Rabi,8250,Hectare,3003,Tonnes,0.364
Uttar Pradesh,SONBHADRA,Linseed,2002-03,Rabi,7844,Hectare,3271,Tonnes,0.4170066293
Uttar Pradesh,SONBHADRA,Linseed,2003-04,Rabi,7802,Hectare,3394,Tonnes,0.4350166624
Uttar Pradesh,SULTANPUR,Linseed,2001-02,Rabi,196,Hectare,83,Tonnes,0.4234693878
Uttar Pradesh,SULTANPUR,Linseed,2002-03,Rabi,182,Hectare,79,Tonnes,0.4340659341
Uttar Pradesh,SULTANPUR,Linseed,2003-04,Rabi,156,Hectare,77,Tonnes,0.4935897436
Uttar Pradesh,UNNAO,Linseed,2001-02,Rabi,278,Hectare,117,Tonnes,0.4208633094
Uttar Pradesh,UNNAO,Linseed,2002-03,Rabi,183,Hectare,79,Tonnes,0.4316939891
Uttar Pradesh,UNNAO,Linseed,2003-04,Rabi,212,Hectare,104,Tonnes,0.4905660377
Uttar Pradesh,VARANASI,Linseed,2001-02,Rabi,6,Hectare,2,Tonnes,0.3333333333
Uttar Pradesh,VARANASI,Linseed,2002-03,Rabi,19,Hectare,4,Tonnes,0.2105263158
Uttar Pradesh,VARANASI,Linseed,2003-04,Rabi,12,Hectare,6,Tonnes,0.5
Uttar Pradesh,AGRA,Maize,2001-02,Kharif,189,Hectare,368,Tonnes,1.947089947
Uttar Pradesh,AGRA,Maize,2001-02,Rabi,9,Hectare,15,Tonnes,1.666666667
Uttar Pradesh,AGRA,Maize,2002-03,Kharif,435,Hectare,513,Tonnes,1.179310345
Uttar Pradesh,AGRA,Maize,2002-03,Rabi,4,Hectare,4,Tonnes,1
Uttar Pradesh,AGRA,Maize,2003-04,Kharif,103,Hectare,178,Tonnes,1.72815534
Uttar Pradesh,AGRA,Maize,2003-04,Summer,19,Hectare,26,Tonnes,1.368421053
Uttar Pradesh,ALIGARH,Maize,2001-02,Kharif,43886,Hectare,89176,Tonnes,2.031991979
Uttar Pradesh,ALIGARH,Maize,2001-02,Rabi,162,Hectare,264,Tonnes,1.62962963
Uttar Pradesh,ALIGARH,Maize,2002-03,Kharif,26225,Hectare,25386,Tonnes,0.9680076263
Uttar Pradesh,ALIGARH,Maize,2002-03,Rabi,95,Hectare,105,Tonnes,1.105263158
Uttar Pradesh,ALIGARH,Maize,2003-04,Kharif,30476,Hectare,50224,Tonnes,1.6479853
Uttar Pradesh,ALIGARH,Maize,2003-04,Summer,72,Hectare,98,Tonnes,1.361111111
Uttar Pradesh,ALLAHABAD,Maize,2001-02,Kharif,224,Hectare,432,Tonnes,1.928571429
Uttar Pradesh,ALLAHABAD,Maize,2001-02,Rabi,3,Hectare,5,Tonnes,1.666666667
Uttar Pradesh,ALLAHABAD,Maize,2002-03,Kharif,140,Hectare,193,Tonnes,1.378571429
Uttar Pradesh,ALLAHABAD,Maize,2003-04,Kharif,139,Hectare,159,Tonnes,1.143884892
Uttar Pradesh,ALLAHABAD,Maize,2003-04,Rabi,5,Hectare,7,Tonnes,1.4
Uttar Pradesh,ALLAHABAD,Maize,2003-04,Summer,3,Hectare,4,Tonnes,1.333333333
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2001-02,Kharif,450,Hectare,714,Tonnes,1.586666667
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2001-02,Rabi,208,Hectare,339,Tonnes,1.629807692
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2002-03,Kharif,490,Hectare,552,Tonnes,1.126530612
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2002-03,Rabi,275,Hectare,304,Tonnes,1.105454545
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2003-04,Kharif,480,Hectare,669,Tonnes,1.39375
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2003-04,Summer,266,Hectare,364,Tonnes,1.368421053
Uttar Pradesh,AMROHA,Maize,2001-02,Kharif,3684,Hectare,5544,Tonnes,1.504885993
Uttar Pradesh,AMROHA,Maize,2001-02,Rabi,226,Hectare,368,Tonnes,1.628318584
Uttar Pradesh,AMROHA,Maize,2002-03,Kharif,3698,Hectare,4323,Tonnes,1.169010276
Uttar Pradesh,AMROHA,Maize,2002-03,Rabi,175,Hectare,194,Tonnes,1.108571429
Uttar Pradesh,AMROHA,Maize,2003-04,Kharif,2682,Hectare,1995,Tonnes,0.7438478747
Uttar Pradesh,AMROHA,Maize,2003-04,Summer,401,Hectare,548,Tonnes,1.366583541
Uttar Pradesh,AURAIYA,Maize,2001-02,Kharif,12999,Hectare,27545,Tonnes,2.119009155
Uttar Pradesh,AURAIYA,Maize,2001-02,Rabi,60,Hectare,98,Tonnes,1.633333333
Uttar Pradesh,AURAIYA,Maize,2002-03,Kharif,10915,Hectare,19876,Tonnes,1.820980302
Uttar Pradesh,AURAIYA,Maize,2002-03,Rabi,56,Hectare,62,Tonnes,1.107142857
Uttar Pradesh,AURAIYA,Maize,2003-04,Kharif,11607,Hectare,21299,Tonnes,1.835013354
Uttar Pradesh,AURAIYA,Maize,2003-04,Summer,76,Hectare,104,Tonnes,1.368421053
Uttar Pradesh,AZAMGARH,Maize,2001-02,Kharif,7083,Hectare,12671,Tonnes,1.788931244
Uttar Pradesh,AZAMGARH,Maize,2001-02,Rabi,348,Hectare,567,Tonnes,1.629310345
Uttar Pradesh,AZAMGARH,Maize,2002-03,Kharif,6414,Hectare,7556,Tonnes,1.17804802
Uttar Pradesh,AZAMGARH,Maize,2002-03,Rabi,453,Hectare,502,Tonnes,1.10816777
Uttar Pradesh,AZAMGARH,Maize,2003-04,Kharif,7157,Hectare,9111,Tonnes,1.273019422
Uttar Pradesh,AZAMGARH,Maize,2003-04,Summer,458,Hectare,626,Tonnes,1.366812227
Uttar Pradesh,BAGHPAT,Maize,2001-02,Kharif,1047,Hectare,2511,Tonnes,2.398280802
Uttar Pradesh,BAGHPAT,Maize,2001-02,Rabi,7,Hectare,11,Tonnes,1.571428571
Uttar Pradesh,BAGHPAT,Maize,2002-03,Kharif,490,Hectare,608,Tonnes,1.240816327
Uttar Pradesh,BAGHPAT,Maize,2002-03,Rabi,13,Hectare,14,Tonnes,1.076923077
Uttar Pradesh,BAGHPAT,Maize,2003-04,Kharif,372,Hectare,506,Tonnes,1.360215054
Uttar Pradesh,BAHRAICH,Maize,2001-02,Kharif,92087,Hectare,108663,Tonnes,1.180003692
Uttar Pradesh,BAHRAICH,Maize,2001-02,Rabi,1591,Hectare,2592,Tonnes,1.629164048
Uttar Pradesh,BAHRAICH,Maize,2002-03,Kharif,85116,Hectare,104437,Tonnes,1.226996099
Uttar Pradesh,BAHRAICH,Maize,2002-03,Rabi,2341,Hectare,2591,Tonnes,1.106791969
Uttar Pradesh,BAHRAICH,Maize,2003-04,Kharif,81763,Hectare,99914,Tonnes,1.221995279
Uttar Pradesh,BAHRAICH,Maize,2003-04,Rabi,118,Hectare,161,Tonnes,1.36440678
Uttar Pradesh,BAHRAICH,Maize,2003-04,Summer,1547,Hectare,2115,Tonnes,1.36716225
Uttar Pradesh,BALLIA,Maize,2001-02,Kharif,21136,Hectare,27646,Tonnes,1.308005299
Uttar Pradesh,BALLIA,Maize,2001-02,Rabi,336,Hectare,547,Tonnes,1.62797619
Uttar Pradesh,BALLIA,Maize,2002-03,Kharif,22189,Hectare,31752,Tonnes,1.430979314
Uttar Pradesh,BALLIA,Maize,2002-03,Rabi,468,Hectare,518,Tonnes,1.106837607
Uttar Pradesh,BALLIA,Maize,2003-04,Kharif,24969,Hectare,16804,Tonnes,0.6729945132
Uttar Pradesh,BALLIA,Maize,2003-04,Rabi,520,Hectare,711,Tonnes,1.367307692
Uttar Pradesh,BALLIA,Maize,2003-04,Summer,734,Hectare,1003,Tonnes,1.366485014
Uttar Pradesh,BALRAMPUR,Maize,2001-02,Kharif,5595,Hectare,4442,Tonnes,0.7939231457
Uttar Pradesh,BALRAMPUR,Maize,2001-02,Rabi,123,Hectare,200,Tonnes,1.62601626
Uttar Pradesh,BALRAMPUR,Maize,2002-03,Kharif,3957,Hectare,2944,Tonnes,0.7439979783
Uttar Pradesh,BALRAMPUR,Maize,2002-03,Rabi,100,Hectare,111,Tonnes,1.11
Uttar Pradesh,BALRAMPUR,Maize,2003-04,Kharif,5743,Hectare,5243,Tonnes,0.9129374891
Uttar Pradesh,BALRAMPUR,Maize,2003-04,Rabi,11,Hectare,15,Tonnes,1.363636364
Uttar Pradesh,BALRAMPUR,Maize,2003-04,Summer,146,Hectare,199,Tonnes,1.363013699
Uttar Pradesh,BANDA,Maize,2001-02,Kharif,6,Hectare,6,Tonnes,1
Uttar Pradesh,BANDA,Maize,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,BANDA,Maize,2003-04,Kharif,4,Hectare,5,Tonnes,1.25
Uttar Pradesh,BARABANKI,Maize,2001-02,Kharif,4891,Hectare,8271,Tonnes,1.691065222
Uttar Pradesh,BARABANKI,Maize,2001-02,Rabi,767,Hectare,1249,Tonnes,1.628422425
Uttar Pradesh,BARABANKI,Maize,2002-03,Kharif,5230,Hectare,4414,Tonnes,0.8439770554
Uttar Pradesh,BARABANKI,Maize,2002-03,Rabi,737,Hectare,816,Tonnes,1.107191316
Uttar Pradesh,BARABANKI,Maize,2003-04,Kharif,6037,Hectare,3779,Tonnes,0.6259731655
Uttar Pradesh,BARABANKI,Maize,2003-04,Rabi,4,Hectare,5,Tonnes,1.25
Uttar Pradesh,BARABANKI,Maize,2003-04,Summer,820,Hectare,1121,Tonnes,1.367073171
Uttar Pradesh,BAREILLY,Maize,2001-02,Kharif,269,Hectare,395,Tonnes,1.468401487
Uttar Pradesh,BAREILLY,Maize,2001-02,Rabi,154,Hectare,251,Tonnes,1.62987013
Uttar Pradesh,BAREILLY,Maize,2002-03,Kharif,296,Hectare,315,Tonnes,1.064189189
Uttar Pradesh,BAREILLY,Maize,2002-03,Rabi,161,Hectare,178,Tonnes,1.105590062
Uttar Pradesh,BAREILLY,Maize,2003-04,Kharif,382,Hectare,728,Tonnes,1.905759162
Uttar Pradesh,BAREILLY,Maize,2003-04,Summer,142,Hectare,194,Tonnes,1.366197183
Uttar Pradesh,BASTI,Maize,2001-02,Kharif,3431,Hectare,2474,Tonnes,0.7210725736
Uttar Pradesh,BASTI,Maize,2001-02,Rabi,136,Hectare,222,Tonnes,1.632352941
Uttar Pradesh,BASTI,Maize,2002-03,Kharif,2915,Hectare,2533,Tonnes,0.8689536878
Uttar Pradesh,BASTI,Maize,2002-03,Rabi,142,Hectare,157,Tonnes,1.105633803
Uttar Pradesh,BASTI,Maize,2003-04,Kharif,3544,Hectare,3569,Tonnes,1.007054176
Uttar Pradesh,BASTI,Maize,2003-04,Rabi,7,Hectare,10,Tonnes,1.428571429
Uttar Pradesh,BASTI,Maize,2003-04,Summer,144,Hectare,197,Tonnes,1.368055556
Uttar Pradesh,BIJNOR,Maize,2001-02,Kharif,17,Hectare,26,Tonnes,1.529411765
Uttar Pradesh,BIJNOR,Maize,2001-02,Rabi,1,Hectare,2,Tonnes,2
Uttar Pradesh,BIJNOR,Maize,2002-03,Kharif,24,Hectare,27,Tonnes,1.125
Uttar Pradesh,BIJNOR,Maize,2002-03,Rabi,16,Hectare,18,Tonnes,1.125
Uttar Pradesh,BIJNOR,Maize,2003-04,Kharif,3,Hectare,3,Tonnes,1
Uttar Pradesh,BIJNOR,Maize,2003-04,Rabi,5,Hectare,7,Tonnes,1.4
Uttar Pradesh,BIJNOR,Maize,2003-04,Summer,10,Hectare,14,Tonnes,1.4
Uttar Pradesh,BUDAUN,Maize,2001-02,Kharif,17840,Hectare,27152,Tonnes,1.521973094
Uttar Pradesh,BUDAUN,Maize,2001-02,Rabi,406,Hectare,661,Tonnes,1.628078818
Uttar Pradesh,BUDAUN,Maize,2002-03,Kharif,12969,Hectare,13527,Tonnes,1.043025677
Uttar Pradesh,BUDAUN,Maize,2002-03,Rabi,142,Hectare,157,Tonnes,1.105633803
Uttar Pradesh,BUDAUN,Maize,2003-04,Kharif,12100,Hectare,24454,Tonnes,2.020991736
Uttar Pradesh,BUDAUN,Maize,2003-04,Summer,269,Hectare,367,Tonnes,1.364312268
Uttar Pradesh,BULANDSHAHR,Maize,2001-02,Kharif,76687,Hectare,186656,Tonnes,2.43399794
Uttar Pradesh,BULANDSHAHR,Maize,2001-02,Rabi,426,Hectare,694,Tonnes,1.629107981
Uttar Pradesh,BULANDSHAHR,Maize,2002-03,Kharif,65947,Hectare,84214,Tonnes,1.276995163
Uttar Pradesh,BULANDSHAHR,Maize,2002-03,Rabi,425,Hectare,471,Tonnes,1.108235294
Uttar Pradesh,BULANDSHAHR,Maize,2003-04,Kharif,65862,Hectare,128299,Tonnes,1.947997328
Uttar Pradesh,BULANDSHAHR,Maize,2003-04,Summer,568,Hectare,777,Tonnes,1.367957746
Uttar Pradesh,CHANDAULI,Maize,2001-02,Kharif,110,Hectare,184,Tonnes,1.672727273
Uttar Pradesh,CHANDAULI,Maize,2002-03,Kharif,95,Hectare,124,Tonnes,1.305263158
Uttar Pradesh,CHANDAULI,Maize,2003-04,Kharif,88,Hectare,145,Tonnes,1.647727273
Uttar Pradesh,CHANDAULI,Maize,2003-04,Rabi,14,Hectare,19,Tonnes,1.357142857
Uttar Pradesh,CHITRAKOOT,Maize,2001-02,Kharif,10,Hectare,11,Tonnes,1.1
Uttar Pradesh,CHITRAKOOT,Maize,2002-03,Kharif,10,Hectare,3,Tonnes,0.3
Uttar Pradesh,CHITRAKOOT,Maize,2003-04,Kharif,16,Hectare,19,Tonnes,1.1875
Uttar Pradesh,DEORIA,Maize,2001-02,Kharif,5330,Hectare,4051,Tonnes,0.7600375235
Uttar Pradesh,DEORIA,Maize,2001-02,Rabi,105,Hectare,171,Tonnes,1.628571429
Uttar Pradesh,DEORIA,Maize,2002-03,Kharif,5522,Hectare,5461,Tonnes,0.9889532778
Uttar Pradesh,DEORIA,Maize,2002-03,Rabi,124,Hectare,137,Tonnes,1.10483871
Uttar Pradesh,DEORIA,Maize,2003-04,Kharif,6151,Hectare,3832,Tonnes,0.622988132
Uttar Pradesh,DEORIA,Maize,2003-04,Rabi,1450,Hectare,1982,Tonnes,1.366896552
Uttar Pradesh,DEORIA,Maize,2003-04,Summer,173,Hectare,237,Tonnes,1.369942197
Uttar Pradesh,ETAH,Maize,2001-02,Kharif,60425,Hectare,106106,Tonnes,1.755995035
Uttar Pradesh,ETAH,Maize,2001-02,Rabi,2789,Hectare,4543,Tonnes,1.628899247
Uttar Pradesh,ETAH,Maize,2002-03,Kharif,46504,Hectare,50643,Tonnes,1.089003097
Uttar Pradesh,ETAH,Maize,2002-03,Rabi,3771,Hectare,4175,Tonnes,1.107133386
Uttar Pradesh,ETAH,Maize,2003-04,Kharif,48445,Hectare,63560,Tonnes,1.312003303
Uttar Pradesh,ETAH,Maize,2003-04,Rabi,2,Hectare,3,Tonnes,1.5
Uttar Pradesh,ETAH,Maize,2003-04,Summer,2664,Hectare,3642,Tonnes,1.367117117
